Unnamed: 0,loss,accuracy,val_loss,val_accuracy,lr
1,0.1652384251356125,0.9442831873893738,0.1475575566291809,0.9565972089767456,0.0010000000474974513
2,0.1226033717393875,0.9585573673248292,0.2004283666610717,0.9296875,0.0009755283044826828
3,0.1053231880068779,0.962887167930603,0.4298502206802368,0.8155381679534912,0.000904508540149322
4,0.0987173542380333,0.9648379683494568,0.2098699659109115,0.9366319179534912,0.0007938926638541129
5,0.0907385647296905,0.9666460752487184,0.1258718222379684,0.9605034589767456,0.0006545085282749592
6,0.0796851143240928,0.971023440361023,0.1565311253070831,0.9552951455116272,0.0005000000237487257
7,0.0733896717429161,0.9734500646591188,0.110675998032093,0.9657118320465088,0.00034549151922249217
8,0.0634084790945053,0.9764476418495178,0.0824151486158371,0.9678819179534912,0.00020610738364333845
9,0.0565833523869514,0.9793976545333862,0.0788927003741264,0.9713541865348816,9.549150734812934e-05
10,0.052835576236248,0.9811581373214722,0.0735988244414329,0.9735243320465088,2.44717430147686e-05
11,0.0889599621295929,0.9690726399421692,0.4960965514183044,0.6848958134651184,0.0010000000474974513
12,0.0799329876899719,0.971451699733734,1.320991039276123,0.5972222089767456,0.0009755283044826828
13,0.07675102353096,0.9722605347633362,0.6232650279998779,0.81640625,0.000904508540149322
14,0.0699024051427841,0.9754008650779724,0.5509530305862427,0.7556423544883728,0.0007938926638541129
15,0.0657986551523208,0.9779702425003052,0.1260012090206146,0.9592013955116272,0.0006545085282749592
16,0.0591494217514991,0.9798258543014526,0.2635101974010467,0.9166666865348816,0.0005000000237487257
17,0.0539401099085807,0.98134845495224,0.2033510953187942,0.94140625,0.00034549151922249217
18,0.0446559116244316,0.984060525894165,0.0934825986623764,0.9713541865348816,0.00020610738364333845
19,0.0398789271712303,0.985345184803009,0.0753410160541534,0.9765625,9.549150734812934e-05
20,0.0389620661735534,0.985678255558014,0.0761167109012603,0.9769965410232544,2.44717430147686e-05
21,0.0698792114853859,0.975781500339508,2.926759958267212,0.5,0.0010000000474974513
22,0.0677538216114044,0.9773992300033568,3.205384492874145,0.5,0.0009755283044826828
23,0.0622877590358257,0.9767807126045228,0.4226541817188263,0.8832465410232544,0.000904508540149322
24,0.0587791539728641,0.9788742661476136,0.3667585253715515,0.8828125,0.0007938926638541129
25,0.05532893165946,0.9795403480529784,0.1087322607636451,0.9592013955116272,0.0006545085282749592
26,0.0493292994797229,0.9829661846160888,0.2276243567466735,0.9487847089767456,0.0005000000237487257
27,0.0415819734334945,0.9847266674041748,0.1126774847507476,0.9618055820465088,0.00034549151922249217
28,0.0353703312575817,0.987724244594574,0.2188586890697479,0.93359375,0.00020610738364333845
29,0.03052076138556,0.9886758327484132,0.1042064651846885,0.9696180820465088,9.549150734812934e-05
30,0.0271484069526195,0.9901508092880248,0.0764201059937477,0.9778645634651184,2.44717430147686e-05
31,0.062039703130722,0.9773992300033568,1.972536325454712,0.5607638955116272,0.0010000000474974513
32,0.0588472373783588,0.9787790775299072,0.1876869052648544,0.94140625,0.0009755283044826828
33,0.0525319017469882,0.9810153841972352,1.3229275941848757,0.5008680820465088,0.000904508540149322
34,0.0522952303290367,0.9810153841972352,0.1449204385280609,0.9544270634651184,0.0007938926638541129
35,0.0438626557588577,0.9839653372764589,0.3120557367801666,0.9188368320465088,0.0006545085282749592
36,0.0393778793513774,0.9857734441757202,0.3180184364318847,0.8815104365348816,0.0005000000237487257
37,0.0334701426327228,0.9878193736076356,0.1909819841384887,0.9457465410232544,0.00034549151922249217
38,0.0296056699007749,0.9900556802749634,0.1123346462845802,0.9639756679534912,0.00020610738364333845
39,0.0254899710416793,0.991578221321106,0.1154827177524566,0.9674479365348816,9.549150734812934e-05
40,0.0230490528047084,0.9920064806938172,0.0850261971354484,0.9761284589767456,2.44717430147686e-05
41,0.0524595603346824,0.9816815257072448,0.487899512052536,0.8567708134651184,0.0010000000474974513
42,0.0529841370880603,0.980396807193756,1.5745633840560913,0.5190972089767456,0.0009755283044826828
43,0.0466266274452209,0.983108937740326,0.9788106083869934,0.6098090410232544,0.000904508540149322
44,0.0411750636994838,0.9849169850349426,3.004624128341675,0.5013020634651184,0.0007938926638541129
45,0.0407808423042297,0.985963761806488,0.4081724286079407,0.8363715410232544,0.0006545085282749592
46,0.0326562784612178,0.9881524443626404,0.1125596612691879,0.9665798544883728,0.0005000000237487257
47,0.0301118660718202,0.9891992211341858,0.1360789090394973,0.9635416865348816,0.00034549151922249217
48,0.0236282218247652,0.9921016097068788,0.8480448722839355,0.7799479365348816,0.00020610738364333845
49,0.019217537716031,0.993148386478424,0.0900489538908004,0.9713541865348816,9.549150734812934e-05
50,0.0192842781543731,0.9933863282203674,0.0897669792175293,0.9769965410232544,2.44717430147686e-05
