,loss,accuracy,val_loss,val_accuracy,lr
1,0.17451578378677368,0.9411428570747375,0.1077442616224289,0.9635416865348816,0.001
2,0.12671904265880585,0.9560831785202026,0.14230011403560638,0.9618055820465088,0.001
3,0.1140051931142807,0.9606509208679199,0.07227182388305664,0.9765625,0.001
4,0.10297784954309464,0.9653613567352295,0.0775730162858963,0.9756944179534912,0.001
5,0.10191866010427475,0.9658371806144714,0.07430675625801086,0.9774305820465088,0.001
6,0.07777511328458786,0.9720702171325684,0.06475603580474854,0.9774305820465088,0.0005
7,0.08026152104139328,0.9718323349952698,0.09272374957799911,0.9730902910232544,0.0005
8,0.07479532063007355,0.974829912185669,0.06363631039857864,0.9791666865348816,0.0005
9,0.07128874957561493,0.9745919704437256,0.06706437468528748,0.9778645634651184,0.0005
10,0.0730530247092247,0.9750202298164368,0.06654313206672668,0.9774305820465088,0.0005
11,0.060388851910829544,0.9779226183891296,0.055074721574783325,0.9796006679534912,0.00025
12,0.05439790338277817,0.9798734188079834,0.06115220487117767,0.9778645634651184,0.00025
13,0.055733006447553635,0.9804919958114624,0.058730024844408035,0.9791666865348816,0.00025
14,0.0474662147462368,0.9832516312599182,0.07045605778694153,0.9756944179534912,0.000125
15,0.04347868636250496,0.984536349773407,0.06410752236843109,0.9765625,0.000125
16,0.03950587287545204,0.9862492084503174,0.06565434485673904,0.9774305820465088,6.25e-05
17,0.03366216644644737,0.988390326499939,0.06743660569190979,0.9778645634651184,6.25e-05
18,0.03282603994011879,0.9884855151176453,0.06680461764335632,0.9778645634651184,3.125e-05
