,loss,accuracy,val_loss,val_accuracy
1,0.643919050693512,0.6635638475418091,0.5252342820167542,0.8003472089767456
2,0.30974578857421875,0.8885188102722168,0.22173872590065002,0.9236111044883728
3,0.22293615341186523,0.9242517948150635,0.24380213022232056,0.9322916865348816
4,0.17473357915878296,0.9424751400947571,0.18805895745754242,0.9609375
5,0.15404537320137024,0.9488509297370911,0.2616594433784485,0.9227430820465088
6,0.13980403542518616,0.953323483467102,0.16468855738639832,0.9427083134651184
7,0.1263677030801773,0.9581291079521179,0.12385300546884537,0.9587673544883728
8,0.11864110827445984,0.9598895907402039,0.14428487420082092,0.96484375
9,0.11437246948480606,0.9616500735282898,0.111945241689682,0.9618055820465088
10,0.11168831586837769,0.9622686505317688,0.10830900073051453,0.9644097089767456
11,0.13802532851696014,0.9543702602386475,0.13967765867710114,0.953125
12,0.1259901076555252,0.9579864144325256,0.13075032830238342,0.9565972089767456
13,0.11680533736944199,0.961602509021759,0.12017174810171127,0.9635416865348816
14,0.10713651031255722,0.9626968502998352,0.1561894714832306,0.9609375
15,0.10375285148620605,0.9643145799636841,0.16878880560398102,0.953125
16,0.09607654809951782,0.9667887687683105,0.10364383459091187,0.96875
17,0.08718016743659973,0.9697863459587097,0.10159990936517715,0.9691840410232544
18,0.0831039771437645,0.9709283113479614,0.1083090603351593,0.9674479365348816
19,0.08114532381296158,0.971784770488739,0.10929378122091293,0.9661458134651184
20,0.07569651305675507,0.9734976291656494,0.09872110933065414,0.9696180820465088
21,0.10189026594161987,0.964647650718689,0.1140102967619896,0.9670138955116272
22,0.09365304559469223,0.9668363928794861,0.1253466159105301,0.9613715410232544
23,0.09423776715993881,0.9668839573860168,0.10611385852098465,0.9661458134651184
24,0.08464527875185013,0.9691678285598755,0.11615525186061859,0.9661458134651184
25,0.08053217083215714,0.9709758758544922,0.13320520520210266,0.95703125
26,0.07059358805418015,0.9755911827087402,0.1079036146402359,0.9709201455116272
27,0.0634210854768753,0.9757815003395081,0.10632546246051788,0.9713541865348816
28,0.057020608335733414,0.9794927835464478,0.1283397674560547,0.9683159589767456
29,0.052979711443185806,0.9803968071937561,0.11648520082235336,0.9700520634651184
30,0.05393613129854202,0.9804444313049316,0.11407414078712463,0.9691840410232544
31,0.07638578116893768,0.9726887941360474,0.19298666715621948,0.9431423544883728
32,0.07474905997514725,0.9738782644271851,0.11370231211185455,0.9674479365348816
33,0.07132289558649063,0.9744492769241333,0.11982682347297668,0.9639756679534912
34,0.0633409172296524,0.9782556891441345,0.14695437252521515,0.9670138955116272
35,0.05722048878669739,0.9794927835464478,0.13569198548793793,0.9609375
36,0.05070990324020386,0.9826806783676147,0.11740986257791519,0.9730902910232544
37,0.04338497668504715,0.9852976202964783,0.1179642379283905,0.9696180820465088
38,0.03629261255264282,0.9872008562088013,0.14270004630088806,0.9657118320465088
39,0.035154152661561966,0.9878193736076355,0.11739017069339752,0.9735243320465088
40,0.03333408012986183,0.9880096912384033,0.13364678621292114,0.9700520634651184
41,0.06108900532126427,0.978826642036438,0.13112978637218475,0.9709201455116272
42,0.055720627307891846,0.9801589250564575,0.13517078757286072,0.96484375
43,0.05192321166396141,0.9800161719322205,0.13137905299663544,0.9717881679534912
44,0.047847483307123184,0.9830613136291504,0.13948416709899902,0.9696180820465088
45,0.03951752185821533,0.9857258200645447,0.15878386795520782,0.9678819179534912
46,0.03389587998390198,0.9880096912384033,0.1731838583946228,0.96875
47,0.029924999922513962,0.9895798563957214,0.14783725142478943,0.9674479365348816
48,0.02454683743417263,0.9913403391838074,0.1498381495475769,0.9709201455116272
49,0.021401286125183105,0.9918637275695801,0.16934490203857422,0.9700520634651184
50,0.019811032339930534,0.9932911396026611,0.16496127843856812,0.9704861044883728
