,loss,accuracy,val_loss,val_accuracy,lr
1,0.13415077328681946,0.9566065669059753,0.12012224644422531,0.9713541865348816,0.001
2,0.09831753373146057,0.96607506275177,0.07519949227571487,0.9782986044883728,0.001
3,0.09041675180196762,0.9688823223114014,0.10615719854831696,0.9717881679534912,0.001
4,0.08477632701396942,0.97116619348526,0.08878224343061447,0.9713541865348816,0.001
5,0.06922458112239838,0.9755911827087402,0.06903038173913956,0.9796006679534912,0.0005
6,0.06261520087718964,0.977541983127594,0.1144474595785141,0.9674479365348816,0.0005
7,0.06167279928922653,0.9777798652648926,0.07332473248243332,0.9774305820465088,0.0005
8,0.04928724467754364,0.9820621609687805,0.07907821983098984,0.9782986044883728,0.00025
9,0.04862765222787857,0.9825855493545532,0.0648675188422203,0.9800347089767456,0.00025
10,0.04498327895998955,0.9836798906326294,0.05934019386768341,0.9813368320465088,0.00025
11,0.04202814772725105,0.9852500557899475,0.07806633412837982,0.9761284589767456,0.00025
12,0.0402517095208168,0.9860588908195496,0.06281444430351257,0.9817708134651184,0.00025
13,0.03197496011853218,0.9887710213661194,0.06448696553707123,0.9822048544883728,0.000125
14,0.02836969867348671,0.9900556802749634,0.07324662804603577,0.9809027910232544,0.000125
15,0.025271406397223473,0.9905790686607361,0.0707927793264389,0.98046875,6.25e-05
16,0.022379126399755478,0.9921016097068787,0.06918486952781677,0.9835069179534912,6.25e-05
17,0.018850520253181458,0.9932435750961304,0.07607503980398178,0.9822048544883728,3.125e-05
