,loss,accuracy,val_loss,val_accuracy,lr
1,0.49580568075180054,0.774316132068634,2.588313102722168,0.5004340410232544,0.001
2,0.20776686072349548,0.9302469491958618,0.886310338973999,0.6514756679534912,0.001
3,0.17751659452915192,0.9414759278297424,0.20467959344387054,0.9197048544883728,0.001
4,0.16774362325668335,0.9431888461112976,0.17532745003700256,0.9348958134651184,0.001
5,0.147402822971344,0.9508492946624756,0.16353262960910797,0.9435763955116272,0.001
6,0.13566309213638306,0.9539896249771118,0.1527525633573532,0.9518229365348816,0.001
7,0.13293467462062836,0.9554170370101929,3.4111459255218506,0.6002604365348816,0.001
8,0.12552477419376373,0.9575581550598145,0.1341843456029892,0.9557291865348816,0.001
9,0.12334708869457245,0.9585573673248291,0.1355360597372055,0.9522569179534912,0.001
10,0.117472343146801,0.9610791206359863,0.3939143419265747,0.8276909589767456,0.001
11,0.10851798206567764,0.9641242623329163,0.144889697432518,0.9526909589767456,0.0005
12,0.10594727098941803,0.9649807214736938,0.12510521709918976,0.9578993320465088,0.0005
13,0.10413386672735214,0.96607506275177,0.12217970937490463,0.9583333134651184,0.0005
14,0.10486848652362823,0.9654565453529358,0.1709945946931839,0.9409722089767456,0.0005
15,0.10168468952178955,0.9654565453529358,0.19725766777992249,0.9253472089767456,0.0005
16,0.09783405810594559,0.9673121571540833,0.11977747827768326,0.9631076455116272,0.00025
17,0.09553901851177216,0.9670267105102539,0.12424030900001526,0.9596354365348816,0.00025
18,0.09517934918403625,0.9690250754356384,0.15116316080093384,0.9522569179534912,0.00025
19,0.08998408913612366,0.9698339700698853,0.11466378718614578,0.9626736044883728,0.000125
20,0.09023299068212509,0.9696912169456482,0.12181594967842102,0.9609375,0.000125
21,0.08594577759504318,0.9717371463775635,0.10854614526033401,0.9670138955116272,0.000125
22,0.08584843575954437,0.9706903696060181,0.10636992752552032,0.9644097089767456,0.000125
23,0.08207549899816513,0.9719750881195068,0.10706862807273865,0.9683159589767456,0.000125
24,0.08509630709886551,0.972926676273346,0.11217694729566574,0.9670138955116272,0.000125
25,0.08281590789556503,0.9718798995018005,0.10933422297239304,0.9665798544883728,6.25e-05
26,0.08113045990467072,0.9728314876556396,0.11004730314016342,0.9674479365348816,6.25e-05
27,0.08020283281803131,0.9725460410118103,0.10664952546358109,0.9670138955116272,3.125e-05
28,0.07648604363203049,0.9741637706756592,0.1104276105761528,0.96484375,3.125e-05
29,0.07814159989356995,0.9727839231491089,0.10723666846752167,0.9665798544883728,1.5625e-05
