,loss,accuracy,val_loss,val_accuracy
1,0.5933818817138672,0.7035049200057983,0.5128520131111145,0.6979166865348816
2,0.2518507242202759,0.9124518036842346,0.21352048218250275,0.9270833134651184
3,0.17614248394966125,0.941523551940918,0.1609506905078888,0.9440104365348816
4,0.15059515833854675,0.9515630006790161,0.13003696501255035,0.9583333134651184
5,0.13704390823841095,0.955702543258667,0.12162988632917404,0.9592013955116272
6,0.12442290037870407,0.9607460498809814,0.12809138000011444,0.9574652910232544
7,0.11893537640571594,0.9616500735282898,0.12823286652565002,0.9600694179534912
8,0.11545579135417938,0.9621734619140625,0.11366258561611176,0.9613715410232544
9,0.1069956049323082,0.965266227722168,0.11761540919542313,0.9605034589767456
10,0.09944187849760056,0.9655516743659973,0.12470817565917969,0.9613715410232544
11,0.10033442080020905,0.9668839573860168,0.10674528032541275,0.9631076455116272
12,0.09583209455013275,0.9675976634025574,0.10894595831632614,0.9626736044883728
13,0.08976081013679504,0.9699290990829468,0.14449357986450195,0.9609375
14,0.08463626354932785,0.9707855582237244,0.11044664680957794,0.9626736044883728
15,0.08284024894237518,0.970357358455658,0.10965028405189514,0.9605034589767456
16,0.07797827571630478,0.9726887941360474,0.11605746299028397,0.9622395634651184
17,0.0755947008728981,0.9744016528129578,0.10707508772611618,0.9613715410232544
18,0.06816385686397552,0.975638747215271,0.14507277309894562,0.9592013955116272
19,0.06420791149139404,0.9774944186210632,0.10941443592309952,0.9670138955116272
20,0.05944176763296127,0.9791121482849121,0.11966998130083084,0.9631076455116272
21,0.05895654484629631,0.9786363244056702,0.12778069078922272,0.9622395634651184
22,0.05251384526491165,0.9815863370895386,0.1581699699163437,0.9587673544883728
23,0.049255646765232086,0.9828709959983826,0.14017759263515472,0.9626736044883728
24,0.04486308619379997,0.9829185605049133,0.12956784665584564,0.9596354365348816
25,0.041409511119127274,0.9847742319107056,0.14695879817008972,0.9635416865348816
26,0.0395297072827816,0.9854879379272461,0.14893852174282074,0.9618055820465088
27,0.035720109939575195,0.9870581030845642,0.1448020488023758,0.9622395634651184
28,0.03332274779677391,0.9882951974868774,0.17287907004356384,0.9626736044883728
29,0.03123665787279606,0.9889613389968872,0.16490359604358673,0.9618055820465088
30,0.027725953608751297,0.9898653626441956,0.17049475014209747,0.9600694179534912
31,0.0242545735090971,0.990293562412262,0.18265637755393982,0.9592013955116272
32,0.023257296532392502,0.9916258454322815,0.20225216448307037,0.9605034589767456
33,0.022735729813575745,0.990912139415741,0.1943606287240982,0.9618055820465088
34,0.022315483540296555,0.991578221321106,0.18926295638084412,0.9613715410232544
35,0.018463026732206345,0.9933387041091919,0.18744923174381256,0.9600694179534912
36,0.01757560670375824,0.993481457233429,0.1991305947303772,0.9609375
37,0.01666380651295185,0.9938145279884338,0.2103971689939499,0.9622395634651184
38,0.015331514179706573,0.9947185516357422,0.19741062819957733,0.9622395634651184
39,0.011395161971449852,0.9959556460380554,0.21831046044826508,0.9644097089767456
40,0.014320303685963154,0.9950991868972778,0.2238733470439911,0.9622395634651184
41,0.011596862226724625,0.9959556460380554,0.21609258651733398,0.9613715410232544
42,0.01106067094951868,0.9962411522865295,0.21635083854198456,0.9613715410232544
43,0.010251222178339958,0.9967169165611267,0.21718154847621918,0.9639756679534912
44,0.010729349218308926,0.9965265989303589,0.2176763266324997,0.9609375
45,0.009923378936946392,0.9963362812995911,0.21411257982254028,0.9639756679534912
46,0.007700649090111256,0.9975733757019043,0.22510391473770142,0.9618055820465088
47,0.009092926979064941,0.9970499873161316,0.22354626655578613,0.9626736044883728
48,0.009409924037754536,0.9968596696853638,0.2207469791173935,0.9626736044883728
49,0.00817214883863926,0.996812105178833,0.22584012150764465,0.9618055820465088
50,0.009667693637311459,0.9970024228096008,0.2260911464691162,0.9618055820465088
