,loss,accuracy,val_loss,val_accuracy,lr
1,0.15802642703056335,0.9478041529655457,0.10694947838783264,0.9631076455116272,0.001
2,0.12171351909637451,0.9574154019355774,0.10450898110866547,0.9704861044883728,0.001
3,0.11024174094200134,0.9619355797767639,0.08203744888305664,0.9743923544883728,0.001
4,0.10636690258979797,0.963362991809845,0.22646307945251465,0.9375,0.001
5,0.1015063226222992,0.9641242623329163,0.08822572231292725,0.9735243320465088,0.001
6,0.08657795190811157,0.9695960283279419,0.0774473249912262,0.9730902910232544,0.0005
7,0.08499164879322052,0.970357358455658,0.09389154613018036,0.9683159589767456,0.0005
8,0.08130499720573425,0.9713565111160278,0.07365234196186066,0.9735243320465088,0.0005
9,0.07804997265338898,0.9719750881195068,0.09000709652900696,0.9704861044883728,0.0005
10,0.07728203386068344,0.9718798995018005,0.07538609206676483,0.9739583134651184,0.0005
11,0.07162774354219437,0.9744492769241333,0.062310073524713516,0.9765625,0.00025
12,0.06683178246021271,0.9759242534637451,0.05917728692293167,0.9809027910232544,0.00025
13,0.06491536647081375,0.9766379594802856,0.06138015538454056,0.9782986044883728,0.00025
14,0.06019413843750954,0.9778274893760681,0.06066341698169708,0.9800347089767456,0.00025
15,0.05383872240781784,0.9803968071937561,0.050112321972846985,0.98046875,0.000125
16,0.052367791533470154,0.980729877948761,0.058411579579114914,0.9817708134651184,0.000125
17,0.04948104918003082,0.982775866985321,0.05720590054988861,0.9791666865348816,0.000125
18,0.04228360205888748,0.9855355024337769,0.056481678038835526,0.9813368320465088,6.25e-05
19,0.041545167565345764,0.9843935966491699,0.05649835616350174,0.9809027910232544,6.25e-05
20,0.037198297679424286,0.9862016439437866,0.05550793930888176,0.9822048544883728,3.125e-05
21,0.03516262024641037,0.9869153499603271,0.06222670525312424,0.9809027910232544,3.125e-05
22,0.03446849435567856,0.9884379506111145,0.05899418145418167,0.9822048544883728,1.5625e-05
