,loss,accuracy,val_loss,val_accuracy,lr
1,0.19565120339393616,0.9367654919624329,0.17068031430244446,0.9518229365348816,0.001
2,0.12258627265691757,0.9598420262336731,0.15384438633918762,0.9622395634651184,0.001
3,0.1178203672170639,0.9610791206359863,0.15930186212062836,0.9587673544883728,0.001
4,0.11161518841981888,0.9629823565483093,0.23474887013435364,0.9431423544883728,0.001
5,0.08670548349618912,0.9694057106971741,0.08203890919685364,0.9722222089767456,0.0005
6,0.080666683614254,0.9722605347633362,0.07130949944257736,0.9769965410232544,0.0005
7,0.08565010875463486,0.9708331227302551,0.09110798686742783,0.9717881679534912,0.0005
8,0.07853295654058456,0.9740210175514221,0.0735970064997673,0.9761284589767456,0.0005
9,0.06869348138570786,0.9750202298164368,0.08641248941421509,0.9761284589767456,0.00025
10,0.06816080212593079,0.9774944186210632,0.07125617563724518,0.9765625,0.00025
11,0.05968132242560387,0.9791597127914429,0.06863460689783096,0.9800347089767456,0.000125
12,0.055674877017736435,0.9796355366706848,0.06794095039367676,0.9769965410232544,0.000125
13,0.05290902778506279,0.980729877948761,0.07114236801862717,0.9778645634651184,0.000125
14,0.05312517657876015,0.9816815257072449,0.066637322306633,0.9787326455116272,0.000125
15,0.052266817539930344,0.9810629487037659,0.0717645213007927,0.9782986044883728,0.000125
16,0.04869022220373154,0.9827282428741455,0.08249743282794952,0.9748263955116272,0.000125
17,0.044259682297706604,0.9843935966491699,0.06324848532676697,0.9796006679534912,6.25e-05
18,0.04023875296115875,0.9856306910514832,0.06850513815879822,0.9800347089767456,6.25e-05
19,0.03952111303806305,0.9860113263130188,0.08047706633806229,0.9774305820465088,6.25e-05
20,0.03383469209074974,0.9878193736076355,0.08083547651767731,0.9778645634651184,3.125e-05
21,0.03520875424146652,0.9867250323295593,0.07478401809930801,0.9782986044883728,3.125e-05
22,0.03393283113837242,0.9884855151176453,0.07516784965991974,0.9782986044883728,1.5625e-05
23,0.028353679925203323,0.9910072684288025,0.07713797688484192,0.9774305820465088,1.5625e-05
24,0.028492145240306854,0.9897226095199585,0.07976210862398148,0.9778645634651184,7.8125e-06
